node1,node2
meet,include
anyone,expectation
anyone,include
anyone,people
expectation,include
expectation,people
expectation,keep
expectation,tell
include,people
include,keep
include,tell
include,just
people,keep
people,tell
people,just
people,even
keep,tell
keep,just
keep,even
keep,mean
tell,just
tell,even
tell,mean
just,even
just,mean
just,age
just,maybe
even,mean
even,age
even,maybe
even,know
mean,age
mean,maybe
mean,know
mean,kid
age,maybe
age,know
age,kid
age,relate
maybe,know
maybe,kid
maybe,relate
know,kid
know,relate
kid,relate
book,librarian
book,look
librarian,look
librarian,heart
look,heart
look,book
heart,book
heart,identity
book,identity
book,tell
identity,tell
tell,child
tell,immigrant
tell,someone
child,immigrant
child,someone
child,bicultural
child,dad
immigrant,someone
immigrant,bicultural
immigrant,dad
immigrant,cuban
someone,bicultural
someone,dad
someone,cuban
someone,mom
bicultural,dad
bicultural,cuban
bicultural,mom
bicultural,mexican
dad,cuban
dad,mom
dad,mexican
cuban,mom
cuban,mexican
cuban,definitely
mom,mexican
mom,definitely
mom,experience
mexican,definitely
mexican,experience
mexican,lot
definitely,experience
definitely,lot
definitely,similar
definitely,question
experience,lot
experience,similar
experience,question
lot,similar
lot,question
lot,new
similar,question
similar,new
similar,kid
question,new
question,kid
question,school
new,kid
new,school
new,recently
new,move
kid,school
kid,recently
kid,move
kid,mom
school,recently
school,move
school,mom
school,punk
recently,move
recently,mom
recently,punk
recently,aesthetic
move,mom
move,punk
move,aesthetic
move,n’t
mom,punk
mom,aesthetic
mom,n’t
mom,line
mom,school
punk,aesthetic
punk,n’t
punk,line
punk,school
punk,dress
aesthetic,n’t
aesthetic,line
aesthetic,school
aesthetic,dress
aesthetic,code
n’t,line
n’t,school
n’t,dress
n’t,code
n’t,popular
line,school
line,dress
line,code
line,popular
line,kid
school,dress
school,code
school,popular
school,kid
school,n’t
dress,code
dress,popular
dress,kid
dress,n’t
dress,sure
code,popular
code,kid
code,n’t
code,sure
code,make
popular,kid
popular,n’t
popular,sure
popular,make
popular,add
kid,n’t
kid,sure
kid,make
kid,add
kid,insult
n’t,sure
n’t,make
n’t,add
n’t,insult
n’t,injury
sure,make
sure,add
sure,insult
sure,injury
sure,beloved
make,add
make,insult
make,injury
make,beloved
make,record
add,insult
add,injury
add,beloved
add,record
add,store
insult,injury
insult,beloved
insult,record
insult,store
insult,dad
injury,beloved
injury,record
injury,store
injury,dad
injury,now
beloved,record
beloved,store
beloved,dad
beloved,now
beloved,live
record,store
record,dad
record,now
record,live
store,dad
store,now
store,live
store,mile
dad,now
dad,live
dad,mile
dad,away
now,live
now,mile
now,away
now,parent
live,mile
live,away
live,parent
live,split
mile,away
mile,parent
mile,split
mile,baby
mile,book
away,parent
away,split
away,baby
away,book
away,n’t
parent,split
parent,baby
parent,book
parent,n’t
parent,autobiographical
split,baby
split,book
split,n’t
split,autobiographical
split,exactly
baby,book
baby,n’t
baby,autobiographical
baby,exactly
baby,fill
book,n’t
book,autobiographical
book,exactly
book,fill
book,void
n’t,autobiographical
n’t,exactly
n’t,fill
n’t,void
autobiographical,exactly
autobiographical,fill
autobiographical,void
autobiographical,feel
exactly,fill
exactly,void
exactly,feel
exactly,deeply
fill,void
fill,feel
fill,deeply
fill,kid
void,feel
void,deeply
void,kid
feel,deeply
feel,kid
feel,pretty
deeply,kid
deeply,pretty
deeply,hard
kid,pretty
kid,hard
kid,core
pretty,hard
pretty,core
pretty,reader
pretty,grow
hard,core
hard,reader
hard,grow
hard,distinctly
core,reader
core,grow
core,distinctly
core,remember
reader,grow
reader,distinctly
reader,remember
reader,first
grow,distinctly
grow,remember
grow,first
grow,time
distinctly,remember
distinctly,first
distinctly,time
distinctly,find
remember,first
remember,time
remember,find
remember,book
first,time
first,find
first,book
first,mirror
time,find
time,book
time,mirror
time,experience
find,book
find,mirror
find,experience
find,say
book,mirror
book,experience
book,say
mirror,experience
mirror,say
mirror,n’t
experience,say
experience,n’t
experience,third
say,n’t
say,third
say,year
say,college
n’t,third
n’t,year
n’t,college
n’t,viking
third,year
third,college
third,viking
third,book
year,college
year,viking
year,book
year,young
college,viking
college,book
college,young
college,reader
viking,book
viking,young
viking,reader
book,young
book,reader
young,reader
viking,book
viking,young
viking,reader
viking,book
book,young
book,reader
book,book
young,reader
young,book
reader,book
story,mexican
story,american
story,boy
story,live
mexican,american
mexican,boy
mexican,live
mexican,era
american,boy
american,live
american,era
boy,live
boy,era
live,era
live,first
era,first
era,book
first,book
first,read
first,latino
first,character
book,read
book,latino
book,character
book,first
read,latino
read,character
read,first
read,generation
read,bear
latino,character
latino,first
latino,generation
latino,bear
character,first
character,generation
character,bear
first,generation
first,bear
first,child
generation,bear
generation,child
generation,immigrant
bear,child
bear,immigrant
bear,struggle
child,immigrant
child,struggle
child,place
child,navigate
child,two
immigrant,struggle
immigrant,place
immigrant,navigate
immigrant,two
immigrant,world
struggle,place
struggle,navigate
struggle,two
struggle,world
place,navigate
place,two
place,world
navigate,two
navigate,world
navigate,say
two,world
two,say
world,say
say,one
say,reason
one,reason
one,want
one,write
one,book
reason,want
reason,write
reason,book
want,write
want,book
want,grow
write,book
write,grow
book,grow
book,move
grow,move
grow,live
move,live
move,now
live,now
live,husband
live,year
now,husband
now,year
now,old
now,son
husband,year
husband,old
husband,son
husband,say
year,old
year,son
year,say
year,read
year,son
old,son
old,say
old,read
old,son
old,every
son,say
son,read
son,son
son,every
son,night
say,read
say,son
say,every
say,night
say,get
read,son
read,every
read,night
read,get
read,thinking
son,every
son,night
son,get
son,thinking
son,write
every,night
every,get
every,thinking
every,write
every,kid
night,get
night,thinking
night,write
night,kid
get,thinking
get,write
get,kid
get,definitely
thinking,write
thinking,kid
thinking,definitely
thinking,latino
write,kid
write,definitely
write,latino
write,character
kid,definitely
kid,latino
kid,character
kid,book
definitely,latino
definitely,character
definitely,book
definitely,now
latino,character
latino,book
latino,now
latino,child
character,book
character,now
character,child
book,now
book,child
book,say
now,child
now,say
child,say
child,lot
child,time
say,lot
say,time
say,sidekick
lot,time
lot,sidekick
lot,latino
lot,name
time,sidekick
time,latino
time,name
time,n’t
sidekick,latino
sidekick,name
sidekick,n’t
sidekick,really
sidekick,know
latino,name
latino,n’t
latino,really
latino,know
latino,much
name,n’t
name,really
name,know
name,much
name,cultural
n’t,really
n’t,know
n’t,much
n’t,cultural
n’t,identity
really,know
really,much
really,cultural
really,identity
know,much
know,cultural
know,identity
know,want
much,cultural
much,identity
much,want
much,write
cultural,identity
cultural,want
cultural,write
cultural,book
identity,want
identity,write
identity,book
identity,protagonist
want,write
want,book
want,protagonist
want,lot
write,book
write,protagonist
write,lot
write,character
book,protagonist
book,lot
book,character
book,surround
protagonist,lot
protagonist,character
protagonist,surround
protagonist,story
lot,character
lot,surround
lot,story
lot,latino
character,surround
character,story
character,latino
surround,story
surround,latino
surround,fun
story,latino
story,fun
story,read
latino,fun
latino,read
latino,story
fun,read
fun,story
fun,set
read,story
read,set
read,write
story,set
story,write
story,vibrant
set,write
set,vibrant
set,culturally
write,vibrant
write,culturally
write,rich
write,place
vibrant,culturally
vibrant,rich
vibrant,place
culturally,rich
culturally,place
culturally,sort
rich,place
rich,sort
rich,patchwork
place,sort
place,patchwork
place,different
sort,patchwork
sort,different
sort,setting
sort,location
patchwork,different
patchwork,setting
patchwork,location
patchwork,say
different,setting
different,location
different,say
setting,location
setting,say
location,say
location,set
say,set
say,one
say,place
set,one
set,place
set,think
one,place
one,think
place,think
place,think
think,think
think,use
think,live
use,live
use,throw
use,little
use,bit
live,throw
live,little
live,bit
live,everything
throw,little
throw,bit
throw,everything
little,bit
little,everything
little,love
bit,everything
bit,love
bit,create
everything,love
everything,create
everything,fill
love,create
love,fill
love,world
love,zine
love,music
create,fill
create,world
create,zine
create,music
create,artistic
fill,world
fill,zine
fill,music
fill,artistic
fill,endeavor
world,zine
world,music
world,artistic
world,endeavor
zine,music
zine,artistic
zine,endeavor
music,artistic
music,endeavor
music,think
artistic,endeavor
artistic,think
artistic,punk
endeavor,think
endeavor,punk
endeavor,much
think,punk
think,much
think,aesthetic
think,philosophy
punk,much
punk,aesthetic
punk,philosophy
much,aesthetic
much,philosophy
much,say
aesthetic,philosophy
aesthetic,say
philosophy,say
say,just
say,oppositional
say,way
just,oppositional
just,way
just,figure
just,way
just,thing
oppositional,way
oppositional,figure
oppositional,way
oppositional,thing
oppositional,create
way,figure
way,way
way,thing
way,create
way,n’t
figure,way
figure,thing
figure,create
figure,n’t
figure,see
way,thing
way,create
way,n’t
way,see
way,world
thing,create
thing,n’t
thing,see
thing,world
create,n’t
create,see
create,world
create,saying
n’t,see
n’t,world
n’t,saying
see,world
see,saying
see,something
world,saying
world,something
saying,something
saying,n’t
saying,see
something,n’t
something,see
n’t,see
n’t,create
see,create
create,like
create,like
like,like
like,punk
like,punk
like,mean
like,lot
punk,mean
punk,lot
punk,different
punk,thing
punk,just
mean,lot
mean,different
mean,thing
mean,just
mean,like
lot,different
lot,thing
lot,just
lot,like
lot,mexican
different,thing
different,just
different,like
different,mexican
different,mean
thing,just
thing,like
thing,mexican
thing,mean
thing,many
just,like
just,mexican
just,mean
just,many
just,thing
like,mexican
like,mean
like,many
like,thing
mexican,mean
mexican,many
mexican,thing
mean,many
mean,thing
mean,decide
many,thing
many,decide
many,book
thing,decide
thing,book
decide,book
decide,sometimes
decide,thing
decide,n’t
book,sometimes
book,thing
book,n’t
book,seem
sometimes,thing
sometimes,n’t
sometimes,seem
sometimes,match
thing,n’t
thing,seem
thing,match
n’t,seem
n’t,match
seem,match
seem,discover
match,discover
match,maybe
discover,maybe
discover,first
discover,rule
discover,punk
discover,make
maybe,first
maybe,rule
maybe,punk
maybe,make
maybe,rule
first,rule
first,punk
first,make
first,rule
rule,punk
rule,make
rule,rule
punk,make
punk,rule
make,rule
make,will
rule,will
rule,read
will,read
bookstore,hstevens@chicagotribune.com
hstevens@chicagotribune.com,relate
hstevens@chicagotribune.com,writer
relate,writer
relate,book
relate,weave
writer,book
writer,weave
writer,fear
writer,kindness
book,weave
book,fear
book,kindness
book,like
book,city
weave,fear
weave,kindness
weave,like
weave,city
fear,kindness
fear,like
fear,city
fear,see
kindness,like
kindness,city
kindness,see
like,city
like,see
city,see
city,new
see,new
see,light
see,thanks
new,light
new,thanks
new,novel
new,inspire
new,saga
light,thanks
light,novel
light,inspire
light,saga
thanks,novel
thanks,inspire
thanks,saga
thanks,enlist
novel,inspire
novel,saga
novel,enlist
novel,young
inspire,saga
inspire,enlist
inspire,young
inspire,adult
saga,enlist
saga,young
saga,adult
saga,fiction
enlist,young
enlist,adult
enlist,fiction
enlist,battle
enlist,racism
young,adult
young,fiction
young,battle
young,racism
adult,fiction
adult,battle
adult,racism
fiction,battle
fiction,racism
battle,racism
agree,acquire
agree,deal
agree,will
agree,make
agree,part
acquire,deal
acquire,will
acquire,make
acquire,part
deal,will
deal,make
deal,part
will,make
will,part
will,expand
make,part
make,expand
make,system
part,expand
part,system
expand,system
expand,hospital
expand,area
system,hospital
system,area
system,money
hospital,area
hospital,money
hospital,will
hospital,change
area,money
area,will
area,change
area,hand
area,deal
money,will
money,change
money,hand
money,deal
money,announce
will,change
will,hand
will,deal
will,announce
change,hand
change,deal
change,announce
change,though
hand,deal
hand,announce
hand,though
hand,ascension
deal,announce
deal,though
deal,ascension
deal,will
announce,though
announce,ascension
announce,will
announce,take
though,ascension
though,will
though,take
though,catholic
though,hospital
ascension,will
ascension,take
ascension,catholic
ascension,hospital
ascension,system
will,take
will,catholic
will,hospital
will,system
take,catholic
take,hospital
take,system
catholic,hospital
catholic,system
catholic,liability
hospital,system
hospital,liability
system,liability
say,face
say,financial
say,challenge
face,financial
face,challenge
face,recent
face,year
face,deal
financial,challenge
financial,recent
financial,year
financial,deal
challenge,recent
challenge,year
challenge,deal
recent,year
recent,deal
recent,will
year,deal
year,will
year,hospital
deal,will
deal,hospital
deal,hospital
will,hospital
will,hospital
will,system
will,state
will,comparison
hospital,hospital
hospital,system
hospital,state
hospital,comparison
hospital,system
hospital,state
hospital,comparison
system,state
system,comparison
state,comparison
comparison,hospital
hospital,two
hospital,campus
hospital,child
hospital,hospital
two,campus
two,child
two,hospital
campus,child
campus,hospital
child,hospital
hospital,hospital
hospital,one
hospital,deal
hospital,close
one,deal
one,close
one,end
one,year
deal,close
deal,end
deal,year
deal,early
deal,next
close,end
close,year
close,early
close,next
close,year
end,year
end,early
end,next
end,year
end,pend
year,early
year,next
year,year
year,pend
year,regulatory
early,next
early,year
early,pend
early,regulatory
early,church
next,year
next,pend
next,regulatory
next,church
next,approval
year,pend
year,regulatory
year,church
year,approval
year,say
pend,regulatory
pend,church
pend,approval
pend,say
regulatory,church
regulatory,approval
regulatory,say
church,approval
church,say
approval,say
joint,operating
joint,company
joint,form
operating,company
operating,form
company,form
nine,hospital
nine,west
nine,northwest
nine,suburb
hospital,west
hospital,northwest
hospital,suburb
west,northwest
west,suburb
west,hospital
northwest,suburb
northwest,hospital
northwest,stretch
suburb,hospital
suburb,stretch
hospital,stretch
hospital,though
hospital,recently
stretch,though
stretch,recently
stretch,announce
though,recently
though,announce
though,plan
though,sell
recently,announce
recently,plan
recently,sell
announce,plan
announce,sell
announce,hospital
plan,sell
plan,hospital
sell,hospital
sell,base
hospital,base
hospital,system
base,system
base,plan
system,plan
system,close
system,hospital
system,result
plan,close
plan,hospital
plan,result
plan,propose
plan,merger
close,hospital
close,result
close,propose
close,merger
hospital,result
hospital,propose
hospital,merger
hospital,say
result,propose
result,merger
result,say
result,layoff
propose,merger
propose,say
propose,layoff
merger,say
merger,layoff
merger,job
say,layoff
say,job
say,elimination
say,possible
layoff,job
layoff,elimination
layoff,possible
layoff,particularly
job,elimination
job,possible
job,particularly
job,come
job,office
elimination,possible
elimination,particularly
elimination,come
elimination,office
elimination,function
possible,particularly
possible,come
possible,office
possible,function
possible,though
particularly,come
particularly,office
particularly,function
particularly,though
particularly,system
come,office
come,function
come,though
come,system
come,unsure
office,function
office,though
office,system
office,unsure
office,many
function,though
function,system
function,unsure
function,many
function,position
though,system
though,unsure
though,many
though,position
though,might
system,unsure
system,many
system,position
system,might
system,affect
unsure,many
unsure,position
unsure,might
unsure,affect
many,position
many,might
many,affect
many,say
position,might
position,affect
position,say
position,time
might,affect
might,say
might,time
affect,say
affect,time
affect,name
say,time
say,name
say,will
say,disappear
time,name
time,will
time,disappear
time,replace
name,will
name,disappear
name,replace
name,name
will,disappear
will,replace
will,name
disappear,replace
disappear,name
disappear,say
replace,name
replace,say
replace,example
name,say
name,example
say,example
will,stay
will,place
will,goal
will,really
will,able
stay,place
stay,goal
stay,really
stay,able
stay,serve
place,goal
place,really
place,able
place,serve
place,community
goal,really
goal,able
goal,serve
goal,community
goal,increase
really,able
really,serve
really,community
really,increase
really,access
able,serve
able,community
able,increase
able,access
able,make
serve,community
serve,increase
serve,access
serve,make
serve,sure
community,increase
community,access
community,make
community,sure
increase,access
increase,make
increase,sure
increase,consistent
access,make
access,sure
access,consistent
access,mission
make,sure
make,consistent
make,mission
make,serve
sure,consistent
sure,mission
sure,serve
sure,poor
consistent,mission
consistent,serve
consistent,poor
consistent,say
mission,serve
mission,poor
mission,say
mission,say
serve,poor
serve,say
serve,say
serve,acquisition
poor,say
poor,say
poor,acquisition
poor,opportunity
say,say
say,acquisition
say,opportunity
say,really
say,lower
say,acquisition
say,opportunity
say,really
say,lower
say,cost
acquisition,opportunity
acquisition,really
acquisition,lower
acquisition,cost
acquisition,care
opportunity,really
opportunity,lower
opportunity,cost
opportunity,care
opportunity,get
really,lower
really,cost
really,care
really,get
really,efficiency
lower,cost
lower,care
lower,get
lower,efficiency
lower,redundancy
cost,care
cost,get
cost,efficiency
cost,redundancy
cost,organization
care,get
care,efficiency
care,redundancy
care,organization
get,efficiency
get,redundancy
get,organization
efficiency,redundancy
efficiency,organization
efficiency,see
redundancy,organization
redundancy,see
redundancy,anything
organization,see
organization,anything
organization,win
see,anything
see,win
see,consumer
see,say
anything,win
anything,consumer
anything,say
anything,recent
win,consumer
win,say
win,recent
win,year
consumer,say
consumer,recent
consumer,year
say,recent
say,year
say,work
say,financial
recent,year
recent,work
recent,financial
recent,turnaround
year,work
year,financial
year,turnaround
year,profitability
work,financial
work,turnaround
work,profitability
work,first
work,quarter
financial,turnaround
financial,profitability
financial,first
financial,quarter
financial,year
turnaround,profitability
turnaround,first
turnaround,quarter
turnaround,year
turnaround,report
profitability,first
profitability,quarter
profitability,year
profitability,report
profitability,operating
first,quarter
first,year
first,report
first,operating
first,loss
quarter,year
quarter,report
quarter,operating
quarter,loss
year,report
year,operating
year,loss
year,million
report,operating
report,loss
report,million
report,last
operating,loss
operating,million
operating,last
operating,year
loss,million
loss,last
loss,year
million,last
million,year
million,million
million,year
last,year
last,million
last,year
year,million
year,year
year,say
million,year
million,say
million,now
year,say
year,now
year,much
say,now
say,much
say,firmer
say,footing
now,much
now,firmer
now,footing
now,two
now,year
much,firmer
much,footing
much,two
much,year
much,ago
firmer,footing
firmer,two
firmer,year
firmer,ago
firmer,say
footing,two
footing,year
footing,ago
footing,say
footing,deal
two,year
two,ago
two,say
two,deal
two,ascension
year,ago
year,say
year,deal
year,ascension
year,less
ago,say
ago,deal
ago,ascension
ago,less
say,deal
say,ascension
say,less
deal,ascension
deal,less
deal,finances
ascension,less
ascension,finances
ascension,really
less,finances
less,really
less,strengthen
finances,really
finances,strengthen
finances,catholic
finances,health
finances,care
really,strengthen
really,catholic
really,health
really,care
really,faith
strengthen,catholic
strengthen,health
strengthen,care
strengthen,faith
strengthen,base
catholic,health
catholic,care
catholic,faith
catholic,base
catholic,health
health,care
health,faith
health,base
health,health
health,care
care,faith
care,base
care,health
care,care
care,continue
faith,base
faith,health
faith,care
faith,continue
faith,live
base,health
base,care
base,continue
base,live
base,mission
health,care
health,continue
health,live
health,mission
health,deal
care,continue
care,live
care,mission
care,deal
care,come
continue,live
continue,mission
continue,deal
continue,come
continue,hospital
live,mission
live,deal
live,come
live,hospital
live,system
mission,deal
mission,come
mission,hospital
mission,system
mission,across
deal,come
deal,hospital
deal,system
deal,across
deal,country
come,hospital
come,system
come,across
come,country
come,consolidate
hospital,system
hospital,across
hospital,country
hospital,consolidate
hospital,hope
system,across
system,country
system,consolidate
system,hope
system,say
across,country
across,consolidate
across,hope
across,say
across,lower
country,consolidate
country,hope
country,say
country,lower
country,cost
consolidate,hope
consolidate,say
consolidate,lower
consolidate,cost
consolidate,improve
hope,say
hope,lower
hope,cost
hope,improve
hope,quality
say,lower
say,cost
say,improve
say,quality
lower,cost
lower,improve
lower,quality
cost,improve
cost,quality
improve,quality
improve,however
quality,however
quality,challenge
however,challenge
however,propose
however,merger
however,concern
however,raise
challenge,propose
challenge,merger
challenge,concern
challenge,raise
challenge,price
propose,merger
propose,concern
propose,raise
propose,price
merger,concern
merger,raise
merger,price
concern,raise
concern,price
raise,price
decide,walk
decide,away
decide,plan
decide,merge
walk,away
walk,plan
walk,merge
walk,federal
walk,judge
away,plan
away,merge
away,federal
away,judge
away,rule
plan,merge
plan,federal
plan,judge
plan,rule
plan,favor
merge,federal
merge,judge
merge,rule
merge,favor
federal,judge
federal,rule
federal,favor
federal,challenge
judge,rule
judge,favor
judge,challenge
judge,deal
rule,favor
rule,challenge
rule,deal
favor,challenge
favor,deal
favor,say
challenge,deal
challenge,say
deal,say
deal,confident
say,confident
say,propose
say,deal
confident,propose
confident,deal
confident,will
confident,help
confident,hurt
propose,deal
propose,will
propose,help
propose,hurt
propose,consumer
deal,will
deal,help
deal,hurt
deal,consumer
will,help
will,hurt
will,consumer
help,hurt
help,consumer
help,partner
hurt,consumer
hurt,partner
hurt,law
consumer,partner
consumer,law
consumer,firm
partner,law
partner,firm
law,firm
law,say
firm,say
firm,think
say,think
say,unlikely
say,will
think,unlikely
think,will
think,challenge
unlikely,will
unlikely,challenge
unlikely,propose
unlikely,tie
will,challenge
will,propose
will,tie
will,system
will,unlike
challenge,propose
challenge,tie
challenge,system
challenge,unlike
challenge,advocate
propose,tie
propose,system
propose,unlike
propose,advocate
tie,system
tie,unlike
tie,advocate
tie,case
system,unlike
system,advocate
system,case
unlike,advocate
unlike,case
advocate,case
case,hospital
case,different
hospital,different
hospital,geographic
hospital,location
hospital,number
different,geographic
different,location
different,number
geographic,location
geographic,number
geographic,hospital
location,number
location,hospital
location,underserved
number,hospital
number,underserved
number,area
hospital,underserved
hospital,area
hospital,without
hospital,much
hospital,competition
underserved,area
underserved,without
underserved,much
underserved,competition
underserved,say
area,without
area,much
area,competition
area,say
area,look
without,much
without,competition
without,say
without,look
without,map
much,competition
much,say
much,look
much,map
much,hospital
competition,say
competition,look
competition,map
competition,hospital
say,look
say,map
say,hospital
say,see
look,map
look,hospital
look,see
map,hospital
map,see
map,pretty
hospital,see
hospital,pretty
hospital,well
see,pretty
see,well
see,spread
see,rust
pretty,well
pretty,spread
pretty,rust
pretty,say
well,spread
well,rust
well,say
well,huge
spread,rust
spread,say
spread,huge
spread,concentration
rust,say
rust,huge
rust,concentration
rust,one
say,huge
say,concentration
say,one
say,area
huge,concentration
huge,one
huge,area
huge,cause
huge,say
concentration,one
concentration,area
concentration,cause
concentration,say
one,area
one,cause
one,say
one,really
area,cause
area,say
area,really
area,concentrate
cause,say
cause,really
cause,concentrate
cause,market
say,really
say,concentrate
say,market
say,one
really,concentrate
really,market
really,one
really,area
really,plus
concentrate,market
concentrate,one
concentrate,area
concentrate,plus
market,one
market,area
market,plus
market,likely
one,area
one,plus
one,likely
one,make
area,plus
area,likely
area,make
area,case
plus,likely
plus,make
plus,case
plus,merger
likely,make
likely,case
likely,merger
likely,first
make,case
make,merger
make,first
make,choice
case,merger
case,first
case,choice
case,necessary
merger,first
merger,choice
merger,necessary
merger,address
first,choice
first,necessary
first,address
first,financial
first,issue
choice,necessary
choice,address
choice,financial
choice,issue
choice,say
necessary,address
necessary,financial
necessary,issue
necessary,say
address,financial
address,issue
address,say
address,believe
financial,issue
financial,say
financial,believe
financial,will
issue,say
issue,believe
issue,will
issue,fairly
say,believe
say,will
say,fairly
say,easy
believe,will
believe,fairly
believe,easy
believe,one
will,fairly
will,easy
will,one
will,will
fairly,easy
fairly,one
fairly,will
fairly,look
easy,one
easy,will
easy,look
easy,good
one,will
one,look
one,good
one,merger
will,look
will,good
will,merger
will,say
look,good
look,merger
look,say
look,lschencker@chicagotribune.com
good,merger
good,say
good,lschencker@chicagotribune.com
merger,say
merger,lschencker@chicagotribune.com
say,lschencker@chicagotribune.com
keep,read
keep,foreseeable
keep,future
keep,job
keep,will
read,foreseeable
read,future
read,job
read,will
read,take
foreseeable,future
foreseeable,job
foreseeable,will
foreseeable,take
foreseeable,machine
future,job
future,will
future,take
future,machine
job,will
job,take
job,machine
job,believe
will,take
will,machine
will,believe
will,end
take,machine
take,believe
take,end
machine,believe
machine,end
machine,ponder
believe,end
believe,ponder
believe,day
end,ponder
end,day
end,get
ponder,day
ponder,get
ponder,gasoline
ponder,car
day,get
day,gasoline
day,car
get,gasoline
get,car
get,pump
get,gas
gasoline,car
gasoline,pump
gasoline,gas
gasoline,naturally
car,pump
car,gas
car,naturally
pump,gas
pump,naturally
pump,even
gas,naturally
gas,even
gas,know
naturally,even
naturally,know
even,know
even,full
even,service
know,full
know,service
full,service
answer,question
answer,weekly
answer,chance
question,weekly
question,chance
weekly,chance
make,man
make,roster
man,roster
man,n’t
roster,n’t
roster,see
n’t,see
n’t,happen
n’t,unless
n’t,injury
see,happen
see,unless
see,injury
happen,unless
happen,injury
unless,injury
make,team
make,highly
make,unlikely
team,highly
team,unlikely
team,carry
highly,unlikely
highly,carry
highly,five
highly,run
unlikely,carry
unlikely,five
unlikely,run
unlikely,back
carry,five
carry,run
carry,back
carry,roster
carry,unknown
five,run
five,back
five,roster
five,unknown
five,right
run,back
run,roster
run,unknown
run,right
run,now
back,roster
back,unknown
back,right
back,now
back,team
roster,unknown
roster,right
roster,now
roster,team
roster,will
unknown,right
unknown,now
unknown,team
unknown,will
right,now
right,team
right,will
right,undergo
now,team
now,will
now,undergo
now,wrist
team,will
team,undergo
team,wrist
team,surgery
will,undergo
will,wrist
will,surgery
will,week
undergo,wrist
undergo,surgery
undergo,week
undergo,expect
undergo,sideline
wrist,surgery
wrist,week
wrist,expect
wrist,sideline
wrist,six
surgery,week
surgery,expect
surgery,sideline
surgery,six
surgery,week
week,expect
week,sideline
week,six
week,week
week,right
expect,sideline
expect,six
expect,week
expect,right
expect,now
sideline,six
sideline,week
sideline,right
sideline,now
sideline,healthy
six,week
six,right
six,now
six,healthy
week,right
week,now
week,healthy
right,now
right,healthy
right,look
now,healthy
now,look
now,like
healthy,look
healthy,like
healthy,significantly
look,like
look,significantly
look,value
look,special
look,team
like,significantly
like,value
like,special
like,team
significantly,value
significantly,special
significantly,team
significantly,consider
value,special
value,team
value,consider
value,nagging
special,team
special,consider
special,nagging
special,ankle
team,consider
team,nagging
team,ankle
team,injury
consider,nagging
consider,ankle
consider,injury
consider,deal
nagging,ankle
nagging,injury
nagging,deal
nagging,look
ankle,injury
ankle,deal
ankle,look
ankle,face
injury,deal
injury,look
injury,face
injury,major
deal,look
deal,face
deal,major
deal,uphill
deal,climb
look,face
look,major
look,uphill
look,climb
look,make
face,major
face,uphill
face,climb
face,make
face,roster
major,uphill
major,climb
major,make
major,roster
uphill,climb
uphill,make
uphill,roster
climb,make
climb,roster
climb,injury
make,roster
make,injury
make,perhaps
roster,injury
roster,perhaps
roster,change
injury,perhaps
injury,change
injury,now
injury,less
injury,year
perhaps,change
perhaps,now
perhaps,less
perhaps,year
perhaps,ago
change,now
change,less
change,year
change,ago
change,lose
now,less
now,year
now,ago
now,lose
now,start
less,year
less,ago
less,lose
less,start
less,job
year,ago
year,lose
year,start
year,job
ago,lose
ago,start
ago,job
ago,originally
lose,start
lose,job
lose,originally
lose,suffer
start,job
start,originally
start,suffer
start,ankle
job,originally
job,suffer
job,ankle
job,injury
originally,suffer
originally,ankle
originally,injury
originally,safe
originally,say
suffer,ankle
suffer,injury
suffer,safe
suffer,say
ankle,injury
ankle,safe
ankle,say
injury,safe
injury,say
safe,say
backup,point
backup,really
backup,love
backup,speed
backup,elusiveness
point,really
point,love
point,speed
point,elusiveness
really,love
really,speed
really,elusiveness
love,speed
love,elusiveness
speed,elusiveness
speed,think
elusiveness,think
think,real
think,shot
think,back
think,get
real,shot
real,back
real,get
real,second-most
real,carry
shot,back
shot,get
shot,second-most
shot,carry
shot,roster
back,get
back,second-most
back,carry
back,roster
back,tell
get,second-most
get,carry
get,roster
get,tell
get,factor
second-most,carry
second-most,roster
second-most,tell
second-most,factor
second-most,n’t
carry,roster
carry,tell
carry,factor
carry,n’t
roster,tell
roster,factor
roster,n’t
roster,speed
tell,factor
tell,n’t
tell,speed
tell,elusiveness
factor,n’t
factor,speed
factor,elusiveness
factor,much
n’t,speed
n’t,elusiveness
n’t,much
n’t,will
speed,elusiveness
speed,much
speed,will
speed,ability
speed,execute
elusiveness,much
elusiveness,will
elusiveness,ability
elusiveness,execute
elusiveness,assignment
much,will
much,ability
much,execute
much,assignment
much,pass
will,ability
will,execute
will,assignment
will,pass
will,blocker
ability,execute
ability,assignment
ability,pass
ability,blocker
ability,coaching
execute,assignment
execute,pass
execute,blocker
execute,coaching
execute,staff
assignment,pass
assignment,blocker
assignment,coaching
assignment,staff
assignment,comfortable
pass,blocker
pass,coaching
pass,staff
pass,comfortable
blocker,coaching
blocker,staff
blocker,comfortable
blocker,pick
coaching,staff
coaching,comfortable
coaching,pick
coaching,blitzer
staff,comfortable
staff,pick
staff,blitzer
staff,ask
comfortable,pick
comfortable,blitzer
comfortable,ask
pick,blitzer
pick,ask
pick,get
pick,ample
blitzer,ask
blitzer,get
blitzer,ample
blitzer,playing
ask,get
